seed,arm,proposal_index,proposal_id,operations,theta,architecture_hash,candidate_hash,valid,is_duplicate,outcome,train_mse,val_rmse,val_mae,prediction_mean,prediction_std,prediction_min,prediction_max,constant_output,circuit_depth,searched_body_depth,searched_body_gate_count,controlled_gate_count,quantum_parameter_count,parameter_count_in_causal_cone,fraction_in_causal_cone,best_so_far_val_rmse,api_latency_seconds,input_tokens,output_tokens
0,llm_closed_loop,2,llm_closed_loop:0:2,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.427}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.524}, {""gate"": ""CRX"", ""wires"": [2, 0], ""theta"": -0.628}, {""gate"": ""RZ"", ""wires"": [0], ""theta"": -0.196}]","[1.427, 0.524, -0.628, -0.196]",aea63861353a473bb973ddcbc28d742fe8e8308ef48081945ce811cf21ef21af,aeb3e215c42f9dbcfc12376e3c739e0ac7fc3b701daa90b6e7787a873413eb78,True,False,evaluated,0.017935730837527284,0.1304360726556811,0.09305128185112645,0.5207600434983773,0.20887582899740365,0.1701540076748379,0.861340251806833,False,6,5,5,2,4,4,1.0,0.1304360726556811,1.4946389170363545,1287,103
0,llm_closed_loop,3,llm_closed_loop:0:3,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.393}, {""gate"": ""CRX"", ""wires"": [2, 0], ""theta"": -0.524}, {""gate"": ""RZ"", ""wires"": [0], ""theta"": -0.157}]","[1.571, 0.393, -0.524, -0.157]",aea63861353a473bb973ddcbc28d742fe8e8308ef48081945ce811cf21ef21af,802b3b859f843849fea667c52b0a72f1ad2848f74ad1e112a3a44ebd5746d568,True,False,evaluated,0.016252497705619325,0.12485339405861401,0.09411951450014615,0.5161515793069453,0.23138667947097555,0.13128080601123981,0.888996824320837,False,6,5,5,2,4,4,1.0,0.12485339405861401,1.3212692090310156,1547,97
1,random,0,random:1:0,"[{""gate"": ""CRY"", ""wires"": [2, 0], ""theta"": 0.04912097455043681}, {""gate"": ""CRX"", ""wires"": [1, 2], ""theta"": 1.0395093231074397}, {""gate"": ""CRZ"", ""wires"": [1, 2], ""theta"": 2.2276558812431}]","[0.049120975, 1.039509323, 2.227655881]",39d5d3a30bb400545fad6bf2e33ed291782c528ecd1e995812a8b38590440907,79dff75488aad97e529aab9861308c632e4cd7c747e51f401bdabf4bf10c52e2,True,False,evaluated,0.040384525125389155,0.20958303097693726,0.18399816551635173,0.4968784149258012,0.4460995427160987,5.507674751803471e-05,0.9999680199217684,False,4,3,3,3,3,1,0.3333333333333333,0.20958303097693726,,,
1,random,1,random:1:1,"[{""gate"": ""CRZ"", ""wires"": [2, 0], ""theta"": 0.16365924270079285}, {""gate"": ""H"", ""wires"": [0], ""theta"": null}, {""gate"": ""CRX"", ""wires"": [1, 0], ""theta"": -2.072758556369651}, {""gate"": ""CRZ"", ""wires"": [2, 1], ""theta"": -2.33043714498837}]","[0.163659243, -2.072758556, -2.330437145]",96c2fec72312577c4d768e16bd80b75e7fd24c688ba49d1fab0413a396874c6f,d66fd4b0f1cb42a9d221c7678420bee8548fec9fb2c294e3b1e66b32a5231c7f,True,False,evaluated,0.07531473049520891,0.27687696409241586,0.23542382332808737,0.49399760322053826,0.018310871031173497,0.4154190823559806,0.5261196129663063,False,5,4,4,3,3,2,0.6666666666666666,0.20958303097693726,,,
1,random,2,random:1:2,"[{""gate"": ""RZ"", ""wires"": [2], ""theta"": -0.15392969063886125}]",[-0.153929691],efd07903b5633911cb35ed5e7a92d465dc654016f5770f44d60df96f3b728b48,2d823b38e701562c3b0f50a24744888ed2d3514e750c5fe4e5053c037b38da43,True,False,evaluated,0.040370347222841836,0.20970239346330008,0.18412260103028036,0.496337358245265,0.44622335047708245,1.5586968460379325e-06,0.9999964246353891,False,2,1,1,0,1,0,0.0,0.20958303097693726,,,
1,random,3,random:1:3,"[{""gate"": ""CRY"", ""wires"": [1, 2], ""theta"": 0.054551612779102546}, {""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [2, 1], ""theta"": 1.815844046168225}, {""gate"": ""CRX"", ""wires"": [0, 2], ""theta"": 0.8612930914092}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 1.3490213871953536}]","[0.054551613, 1.815844046, 0.861293091, 1.349021387]",1cb001f5f9ca32749890d48e953a3bc0183fc3c09aff76af42b910d4a3812eb6,a5576f26a1f0467ec52e834b7b06a0a05714f6cbc9129e42f94facfc6fcdce02,True,False,evaluated,0.03720921593743692,0.1986696252605835,0.1581541919043779,0.517752206532311,0.10186327898149033,0.385798393883153,0.6788005426046348,False,6,5,5,3,4,4,1.0,0.1986696252605835,,,
1,llm_open_loop,0,llm_open_loop:1:0,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.785}, {""gate"": ""CRZ"", ""wires"": [2, 0], ""theta"": -1.047}, {""gate"": ""RX"", ""wires"": [0], ""theta"": -0.524}]","[1.571, 0.785, -1.047, -0.524]",68e29b0bf1a6dc84f399dc278b5833814e76a8b814e8d34271f50ef5557f217e,9637c1cc7fa5d67837133573b6f5acbe43b7d8fcc7b1cfe655f690cb4239c231,True,False,evaluated,0.022954733022042026,0.14712054294239416,0.10699278056919657,0.4810285275383767,0.19653583130489935,0.1893232981947256,0.835966971045522,False,6,5,5,2,4,4,1.0,0.14712054294239416,1.4243498747237027,586,96
1,llm_open_loop,1,llm_open_loop:1:1,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.785}, {""gate"": ""CRZ"", ""wires"": [2, 0], ""theta"": -1.047}, {""gate"": ""RZ"", ""wires"": [0], ""theta"": 0.314}]","[1.571, 0.785, -1.047, 0.314]",6ceed30fd9fd9e1668abc7a18fee3295d7cbc933283cffca6eb0a6317a2ae575,b5bac284335f66d9fb96951e74977bc9a5d36ec62b585b32737b89726fdbf827,True,False,evaluated,0.035063226306458584,0.1785696685145624,0.12968987385156505,0.5084957526501107,0.16318284969228983,0.2307859055701072,0.8398814669303826,False,6,5,5,2,4,4,1.0,0.14712054294239416,2.575591207947582,586,96
1,llm_open_loop,2,llm_open_loop:1:2,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.785}, {""gate"": ""CRZ"", ""wires"": [2, 0], ""theta"": -1.047}, {""gate"": ""RZ"", ""wires"": [0], ""theta"": 0.314}]","[1.571, 0.785, -1.047, 0.314]",6ceed30fd9fd9e1668abc7a18fee3295d7cbc933283cffca6eb0a6317a2ae575,b5bac284335f66d9fb96951e74977bc9a5d36ec62b585b32737b89726fdbf827,True,True,evaluated,0.035063226306458584,0.1785696685145624,0.12968987385156505,0.5084957526501107,0.16318284969228983,0.2307859055701072,0.8398814669303826,False,6,5,5,2,4,4,1.0,0.14712054294239416,1.783448416274041,586,96
1,llm_open_loop,3,llm_open_loop:1:3,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.785}, {""gate"": ""CRZ"", ""wires"": [2, 0], ""theta"": -1.047}, {""gate"": ""RZ"", ""wires"": [0], ""theta"": 0.393}]","[1.571, 0.785, -1.047, 0.393]",6ceed30fd9fd9e1668abc7a18fee3295d7cbc933283cffca6eb0a6317a2ae575,cb72721ed6968e1b87b07279942f1805f955c566851cf2b43e10720dfcb058a4,True,False,evaluated,0.035063226306458584,0.1785696685145624,0.12968987385156505,0.5084957526501107,0.16318284969228983,0.2307859055701072,0.8398814669303826,False,6,5,5,2,4,4,1.0,0.14712054294239416,1.7957308338955045,586,96
1,llm_closed_loop,0,llm_closed_loop:1:0,"[{""gate"": ""H"", ""wires"": [1], ""theta"": null}, {""gate"": ""CRY"", ""wires"": [1, 0], ""theta"": 1.571}, {""gate"": ""RY"", ""wires"": [0], ""theta"": 0.785}, {""gate"": ""CRZ"", ""wires"": [0, 2], ""theta"": -1.047}, {""gate"": ""RX"", ""wires"": [0], ""theta"": -0.524}]","[1.571, 0.785, -1.047, -0.524]",080e6db9f49c1af7e7e6dce41323801ff4528cb864d103e2a444f9f6d520ed75,fe0d02d014bf50969bcef4d21b7db22b53e85da605cf637b1bd622c0081ff769,True,False,evaluated,0.03838108137964149,0.19439028691354068,0.1477961558704912,0.49565105666539067,0.13585301995925872,0.2738593125059841,0.7754611077023603,False,6,5,5,2,4,4,1.0,0.19439028691354068,1.2019248749129474,592,96
