seed,method,candidate,order,phase,fallback,invalid_errors,edit_distance,strategy,val_loss,val_fid
8,LLM-Open,alternating-real-ladder,5,explore,False,,,,0.07813535747151013,0.9218646425284899
8,LLM-Open,entangle-then-compress,6,explore,False,,,,0.5000016011515089,0.499998398848491
8,LLM-Open,boundary-focused-real,7,explore,False,,,,0.5074442245636563,0.4925557754363436
8,LLM-Open,symmetric-latent-pair,8,explore,False,,,,0.5077844218726864,0.4922155781273136
9,Random,R1,1,explore,False,,,,0.5000629297418691,0.49993707025813094
9,Random,R2,2,explore,False,,,,0.6692259874527993,0.3307740125472008
9,Random,R3,3,explore,False,,,,0.5000000003328025,0.4999999996671976
9,Random,R4,4,explore,False,,,,0.048523909745931904,0.9514760902540681
9,Random,R5,5,explore,False,,,,0.3881413264544541,0.6118586735455459
9,Random,R6,6,explore,False,,,,0.5116407772802385,0.48835922271976145
9,Random,R7,7,explore,False,,,,0.5250503918813705,0.4749496081186296
9,Random,R8,8,explore,False,,,,0.5151330482992214,0.4848669517007787
9,Greedy,G1_warm,1,explore,False,,,,0.3892712503883664,0.6107287496116336
9,Greedy,G2_warm,2,explore,False,,,,0.5000010862426862,0.4999989137573138
9,Greedy,G3_warm,3,explore,False,,,,0.3779072135004703,0.6220927864995297
9,Greedy,G4_warm,4,explore,False,,,,0.32849285392664684,0.6715071460733532
9,Greedy,G5_rej,5,refine,False,,0.0625,,0.5184659605271682,0.4815340394728318
9,Greedy,G6_rej,6,refine,False,,0.0625,,0.34578921264130835,0.6542107873586916
9,Greedy,G7_rej,7,refine,False,,0.0625,,0.373744730683068,0.626255269316932
9,Greedy,G8_rej,8,refine,False,,0.0625,,0.3738963968451193,0.6261036031548807
9,LLM-Open,nn-real-shuttle,1,explore,False,,,,0.5239127369821412,0.4760872630178587
9,LLM-Open,latent-pull-left,2,explore,False,,,,0.5104705235916034,0.48952947640839656
9,LLM-Open,trash-to-latent-bridge,3,explore,False,,,,0.5017192941550557,0.4982807058449443
9,LLM-Open,mirror-chain-encoder,4,explore,False,,,,0.5000000649575784,0.49999993504242163
9,LLM-Open,alternating-real-ladder,5,explore,False,,,,0.07335402862182416,0.9266459713781758
9,LLM-Open,entangle-then-compress,6,explore,False,,,,0.5000014054502222,0.4999985945497778
9,LLM-Open,boundary-focused-real,7,explore,False,,,,0.5115369396771741,0.488463060322826
9,LLM-Open,symmetric-latent-pair,8,explore,False,,,,0.5095424560308941,0.49045754396910596
10,Random,R1,1,explore,False,,,,0.07814416099446875,0.9218558390055313
10,Random,R2,2,explore,False,,,,0.6869543437736143,0.3130456562263857
10,Random,R3,3,explore,False,,,,0.3309893961422897,0.6690106038577103
10,Random,R4,4,explore,False,,,,0.524714936007344,0.475285063992656
10,Random,R5,5,explore,False,,,,0.8365912350731114,0.16340876492688858
10,Random,R6,6,explore,False,,,,0.5104612213941093,0.4895387786058906
10,Random,R7,7,explore,False,,,,0.5211745376736368,0.4788254623263632
10,Random,R8,8,explore,False,,,,0.37518997401742005,0.62481002598258
10,Greedy,G1_warm,1,explore,False,,,,0.515318522206351,0.48468147779364906
10,Greedy,G2_warm,2,explore,False,,,,0.5161650118012313,0.48383498819876875
10,Greedy,G3_warm,3,explore,False,,,,0.6869542999957488,0.3130457000042512
10,Greedy,G4_warm,4,explore,False,,,,0.6869542995820568,0.3130457004179432
10,Greedy,G5_rej,5,refine,False,,0.0625,,0.5235496469473215,0.47645035305267847
10,Greedy,G6_rej,6,refine,False,,0.0625,,0.5153277415918356,0.4846722584081644
10,Greedy,G7_rej,7,refine,False,,0.0625,,0.515329538545555,0.484670461454445
10,Greedy,G8_rej,8,refine,False,,0.0625,,0.6428614154265109,0.35713858457348907
10,LLM-Open,nn-real-shuttle,1,explore,False,,,,0.5248475196443876,0.47515248035561247
10,LLM-Open,latent-pull-left,2,explore,False,,,,0.5107521333715561,0.48924786662844394
10,LLM-Open,trash-to-latent-bridge,3,explore,False,,,,0.502577685603651,0.49742231439634904
10,LLM-Open,mirror-chain-encoder,4,explore,False,,,,0.5000008322502951,0.4999991677497048
10,LLM-Open,alternating-real-ladder,5,explore,False,,,,0.08038719372052616,0.9196128062794738
10,LLM-Open,entangle-then-compress,6,explore,False,,,,0.5000022249644871,0.4999977750355129
10,LLM-Open,boundary-focused-real,7,explore,False,,,,0.5087149861849147,0.4912850138150853
10,LLM-Open,symmetric-latent-pair,8,explore,False,,,,0.5092286911690393,0.4907713088309606
11,Random,R1,1,explore,False,,,,0.34058651054539846,0.6594134894546015
11,Random,R2,2,explore,False,,,,0.08061926453412038,0.9193807354658796
11,Random,R3,3,explore,False,,,,0.5058424885066481,0.4941575114933519
11,Random,R4,4,explore,False,,,,0.6372387123039795,0.3627612876960205
11,Random,R5,5,explore,False,,,,0.5091496167612493,0.4908503832387507
11,Random,R6,6,explore,False,,,,0.2976783284812333,0.7023216715187667
11,Random,R7,7,explore,False,,,,0.6509884006544833,0.34901159934551673
11,Random,R8,8,explore,False,,,,0.8511631892527507,0.1488368107472493
11,Greedy,G1_warm,1,explore,False,,,,0.6579205622169588,0.3420794377830411
11,Greedy,G2_warm,2,explore,False,,,,0.33347712494901594,0.6665228750509841
11,Greedy,G3_warm,3,explore,False,,,,0.037076435499272975,0.962923564500727
11,Greedy,G4_warm,4,explore,False,,,,0.6980815184442475,0.30191848155575246
11,Greedy,G5_acc,5,refine,False,,0.0625,,0.036897147261381824,0.9631028527386182
11,Greedy,G6_acc,6,refine,False,,0.0625,,5.1778088769327546e-05,0.9999482219112307
11,Greedy,G7_acc,7,refine,False,,0.0625,,4.3855498151668115e-05,0.9999561445018483
11,Greedy,G8_rej,8,refine,False,,0.0625,,6.1031055568872006e-05,0.9999389689444311
11,LLM-Open,nn-real-shuttle,1,explore,False,,,,0.5254929575392746,0.47450704246072545
11,LLM-Open,latent-pull-left,2,explore,False,,,,0.5092804407622469,0.49071955923775307
11,LLM-Open,trash-to-latent-bridge,3,explore,False,,,,0.5010362397684378,0.49896376023156225
11,LLM-Open,mirror-chain-encoder,4,explore,False,,,,0.5000021527945637,0.4999978472054363
11,LLM-Open,alternating-real-ladder,5,explore,False,,,,0.08037785366484618,0.9196221463351538
11,LLM-Open,entangle-then-compress,6,explore,False,,,,0.5000022669270123,0.49999773307298767
11,LLM-Open,boundary-focused-real,7,explore,False,,,,0.5205515809307719,0.47944841906922814
11,LLM-Open,symmetric-latent-pair,8,explore,False,,,,0.5075187460542976,0.4924812539457024
0,LLM-Closed,real-latent-push,1,explore,False,,,,0.5012298929572552,0.4987701070427449
0,LLM-Closed,boundary-to-center,2,explore,False,,,,0.04833249518336569,0.9516675048166343
0,LLM-Closed,center-bridge,3,explore,False,,,,0.50786984562025,0.4921301543797501
0,LLM-Closed,alternating-chain,4,explore,False,,,,0.033938333381730246,0.9660616666182698
0,LLM-Closed,fallback_p4,5,refine,True,"invalid: capacity mismatch: rotations=11, CNOTs=5",1.0,,0.6852566062189227,0.31474339378107724
0,LLM-Closed,nn-real-zigzag-v1,6,refine,False,,0.625,topology_redesign,0.03370330198924698,0.966296698010753
0,LLM-Closed,xxz-real-neighbor-latent-v2,7,refine,False,,0.75,topology_redesign,0.5067555863466746,0.4932444136533254
0,LLM-Closed,xxz-nearest-neighbor-latent-sink,8,refine,False,,0.875,global_redesign,0.04902952060408905,0.950970479395911
1,LLM-Closed,real-ladder-inward,1,explore,False,,,,0.04626638693042118,0.9537336130695788
1,LLM-Closed,latent-anchor-left,2,explore,False,,,,0.5076910835771811,0.49230891642281893
1,LLM-Closed,trash-to-latent-sweep,3,explore,False,,,,0.5011964982591544,0.4988035017408457
1,LLM-Closed,alternating-bond-propagation,4,explore,False,,,,0.06127494595606875,0.9387250540439313
1,LLM-Closed,xxz-latent-sweep-v1,5,refine,False,,0.8125,topology_redesign,0.05127796345448876,0.9487220365455112
1,LLM-Closed,xxz-latent-sweep-v1,6,refine,False,,0.5,topology_redesign,0.0479599562661539,0.9520400437338461
1,LLM-Closed,fallback_p6,7,refine,True,"invalid: capacity mismatch: rotations=11, CNOTs=5",1.0,,0.520235949036659,0.47976405096334096
1,LLM-Closed,xxz-4q-latent-trap-v2,8,refine,False,,0.75,topology_redesign,0.5263492395704437,0.47365076042955634
2,LLM-Closed,real-ladder,1,explore,False,,,,0.08074261600374877,0.9192573839962512
2,LLM-Closed,trash-to-latent,2,explore,False,,,,0.057105684340784,0.942894315659216
2,LLM-Closed,mirror-chain,3,explore,False,,,,0.04836484298555188,0.9516351570144481
2,LLM-Closed,endcap-cascade,4,explore,False,,,,0.07909654451780757,0.9209034554821924
2,LLM-Closed,fallback_p4,5,refine,True,"invalid: capacity mismatch: rotations=11, CNOTs=5",0.9375,,0.5097988790496568,0.4902011209503431
2,LLM-Closed,nnxxz-v1,6,refine,False,,0.9375,global_redesign,0.0807400935188839,0.9192599064811161
2,LLM-Closed,nnxxz-v2,7,refine,False,,0.875,topology_redesign,0.500002243622705,0.499997756377295
2,LLM-Closed,xxz-nn-latent-trap-v2,8,refine,False,,1.0,topology_redesign,0.5000021009793423,0.4999978990206577
3,LLM-Closed,nn-ladder-a,1,explore,False,,,,0.05112502729988344,0.9488749727001166
3,LLM-Closed,nn-inward-b,2,explore,False,,,,0.05572804539320586,0.9442719546067941
3,LLM-Closed,latent-bridge-c,3,explore,False,,,,0.055763011507438676,0.9442369884925613
3,LLM-Closed,staggered-chain-d,4,explore,False,,,,0.05541604938659539,0.9445839506134046
3,LLM-Closed,nn-real-latent-trap,5,refine,False,,0.125,topology_redesign,0.05115562897203263,0.9488443710279674
3,LLM-Closed,nn-real-sink-v2,6,refine,False,,0.4375,topology_redesign,0.05114100288748924,0.9488589971125108
3,LLM-Closed,nn-real-sweep-v1,7,refine,False,,0.5,topology_redesign,0.033993966179306834,0.9660060338206932
3,LLM-Closed,fallback_p7,8,refine,True,"invalid: capacity mismatch: rotations=11, CNOTs=5",1.0,,0.664264006199724,0.33573599380027597
4,LLM-Closed,real-nearest-late,1,explore,False,,,,0.049134073601575956,0.950865926398424
4,LLM-Closed,alternating-propagation,2,explore,False,,,,0.05202308223810437,0.9479769177618956
